product_name,original_price,current_price,product_url,extraction-date
Termômetro Infravermelho Digital Laser,104,96.97,https://produto.mercadolivre.com.br/MLB-1572816068-termmetro-infravermelho-digital-laser-_JM?hide_psmb=true#reco_item_pos=45&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=a6f4d557-77eb-4b19-9a24-3dcadedc9d43&deal_print_id=e3a54d66-771a-4ebf-a9dd-bfeeb3270cc9&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:30
Chinelo R1 Ink Ad- Branco/preto Rider,27,19.59,https://produto.mercadolivre.com.br/MLB-1989039401-chinelo-r1-ink-ad-brancopreto-rider-_JM?hide_psmb=true#reco_item_pos=46&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=a6f4d557-77eb-4b19-9a24-3dcadedc9d43&deal_print_id=e3a54d66-771a-4ebf-a9dd-bfeeb3270cc9&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:30
Aparador De Pelos Elétrico Multifuncional,208,193.93,https://produto.mercadolivre.com.br/MLB-1523476606-aparador-de-pelos-eletrico-multifuncional-_JM?hide_psmb=true#reco_item_pos=47&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=a6f4d557-77eb-4b19-9a24-3dcadedc9d43&deal_print_id=e3a54d66-771a-4ebf-a9dd-bfeeb3270cc9&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:30
Sandália Infantil Marvel Action - Azul/vermelho - Grendene,59,39.19,https://produto.mercadolivre.com.br/MLB-1989042096-sandalia-infantil-marvel-action-azulvermelho-grendene-_JM?hide_psmb=true#reco_item_pos=0&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Par De Brincos Infantil Ou 2 Furo 4mm Ouro 18k Em Zircônia,161,145.16,https://produto.mercadolivre.com.br/MLB-867777936-par-de-brincos-infantil-ou-2-furo-4mm-ouro-18k-em-zircnia-_JM?variation=42565625061&hide_psmb=true#reco_item_pos=1&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Tênis Masculino Casual Preto Ark,90,49,https://produto.mercadolivre.com.br/MLB-2038084432-tnis-masculino-casual-preto-ark-_JM?hide_psmb=true#reco_item_pos=2&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Jogo Kit De Toalhas Una No Filme Algodão Trevalla 4pçs,99,79,https://produto.mercadolivre.com.br/MLB-1923766889-jogo-kit-de-toalhas-una-no-filme-algodo-trevalla-4pcs-_JM?variation=88643536837&hide_psmb=true#reco_item_pos=3&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Tênis Feminino Slip On Bege Beira Rio,109,44.09,https://produto.mercadolivre.com.br/MLB-2007546828-tnis-feminino-slip-on-bege-beira-rio-_JM?hide_psmb=true#reco_item_pos=4&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Peitoral Coleira Anti-tração Rabbitgoo Para Cães Grandes Gg,136,79.27,https://produto.mercadolivre.com.br/MLB-1879059145-peitoral-coleira-anti-traco-rabbitgoo-para-ces-grandes-gg-_JM?hide_psmb=true#reco_item_pos=5&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Kit Com 3 Blusas Regata Estampada Alça Fina E Dupla Aishty,79,54.61,https://produto.mercadolivre.com.br/MLB-1669324361-kit-com-3-blusas-regata-estampada-alca-fina-e-dupla-aishty-_JM?hide_psmb=true#reco_item_pos=6&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Blusão Moletom Feminino Com Capuz Estampado Hering,159,59.99,https://produto.mercadolivre.com.br/MLB-1972340266-bluso-moletom-feminino-com-capuz-estampado-hering-_JM?hide_psmb=true#reco_item_pos=7&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Lavadora De Alta Pressão 1500psi Wap Atacama Smart 2200 127v,589,399.90,https://produto.mercadolivre.com.br/MLB-1933985662-lavadora-de-alta-presso-1500psi-wap-atacama-smart-2200-127v-_JM?variation=89592718451&hide_psmb=true#reco_item_pos=8&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Kit Equipamento De Pesca Iscas 234pcs,189,162.94,https://produto.mercadolivre.com.br/MLB-1851292283-kit-equipamento-de-pesca-iscas-234pcs-_JM?hide_psmb=true#reco_item_pos=9&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Chinelo Dublin Dedo Ad Cartago,44,32.20,https://produto.mercadolivre.com.br/MLB-2044672017-chinelo-dublin-dedo-ad-cartago-_JM?hide_psmb=true#reco_item_pos=10&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Tênis Feminino Recortes Preto Vizzano,139,68.60,https://produto.mercadolivre.com.br/MLB-1775249264-tnis-feminino-recortes-preto-vizzano-_JM?hide_psmb=true#reco_item_pos=11&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Cardigan Feminino Adulto Maelle,99,69.99,https://produto.mercadolivre.com.br/MLB-1764033813-cardigan-feminino-adulto-maelle-_JM?hide_psmb=true#reco_item_pos=12&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Refletor Led 400w Branco Holofote Prova Dagua Campo E Quadra,279,260.39,https://produto.mercadolivre.com.br/MLB-1593543163-refletor-led-400w-branco-holofote-prova-dagua-campo-e-quadra-_JM?variation=59960855845&hide_psmb=true#reco_item_pos=13&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Rasteirinha Tiras Grossas Pink Vizzano,79,34.29,https://produto.mercadolivre.com.br/MLB-2011823093-rasteirinha-tiras-grossas-pink-vizzano-_JM?hide_psmb=true#reco_item_pos=14&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Chinelo Kids Top Branco Havaianas,24,11.75,https://produto.mercadolivre.com.br/MLB-1713431309-chinelo-kids-top-branco-havaianas-_JM?hide_psmb=true#reco_item_pos=15&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Mule Feminino Napa Detalhe Corrente Preto Beira Rio,119,73.20,https://produto.mercadolivre.com.br/MLB-2068705985-mule-feminino-napa-detalhe-corrente-preto-beira-rio-_JM?hide_psmb=true#reco_item_pos=16&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Relógio Masculino Esportivo Condor Prata Original Barato,219,149,https://produto.mercadolivre.com.br/MLB-1777120945-relogio-masculino-esportivo-condor-prata-original-barato-_JM?variation=74046502014&hide_psmb=true#reco_item_pos=17&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Mesa Bistrô Preto Com Tampo Preto 60cm P/ Bar  Promoção !!,187,165.43,https://produto.mercadolivre.com.br/MLB-1802752853-mesa-bistr-preto-com-tampo-preto-60cm-p-bar-promoco--_JM?variation=84796538643&hide_psmb=true#reco_item_pos=18&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Sapatilha Feminina Preta Com Glitter - Moleca,59,29.39,https://produto.mercadolivre.com.br/MLB-1765987242-sapatilha-feminina-preta-com-glitter-moleca-_JM?hide_psmb=true#reco_item_pos=19&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Conjunto Menina Primeiros Passos Estampa Love Coração Elian,75,48.90,https://produto.mercadolivre.com.br/MLB-1764033868-conjunto-menina-primeiros-passos-estampa-love-coraco-elian-_JM?hide_psmb=true#reco_item_pos=20&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Medidor De Energia De Trilho Din De Fase Monofásica 5-80a,113,100.96,https://produto.mercadolivre.com.br/MLB-1358706682-medidor-de-energia-de-trilho-din-de-fase-monofasica-5-80a-_JM?hide_psmb=true#reco_item_pos=21&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Tênis Feminino Knit Flatform Preto Vizzano,179,98,https://produto.mercadolivre.com.br/MLB-2023777523-tnis-feminino-knit-flatform-preto-vizzano-_JM?hide_psmb=true#reco_item_pos=22&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Sandália Napa Turim Tratorada Aplicações Preto Moleca,119,58.56,https://produto.mercadolivre.com.br/MLB-2068699620-sandalia-napa-turim-tratorada-aplicacoes-preto-moleca-_JM?hide_psmb=true#reco_item_pos=23&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Bolsa Tiracolo Preto Vizzano,299,264.08,https://produto.mercadolivre.com.br/MLB-2062478250-bolsa-tiracolo-preto-vizzano-_JM?variation=173829142466&hide_psmb=true#reco_item_pos=24&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Bolsa Feminina Envelope Caramelo Colcci,199,93.85,https://produto.mercadolivre.com.br/MLB-1725266333-bolsa-feminina-envelope-caramelo-colcci-_JM?variation=69047411526&hide_psmb=true#reco_item_pos=25&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Base Suporte Para Laptop Tablet 9-17  Base Abs Iforu,93,91.94,https://produto.mercadolivre.com.br/MLB-1863852743-base-suporte-para-laptop-tablet-9-17-base-abs-iforu-_JM?hide_psmb=true#reco_item_pos=26&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Sandália Preto Usaflex,229,156.17,https://produto.mercadolivre.com.br/MLB-2036404814-sandalia-preto-usaflex-_JM?hide_psmb=true#reco_item_pos=27&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Pó Compacto Antiacne Fps 20 Bege Marfim 10g Asepxia,34,29.99,https://produto.mercadolivre.com.br/MLB-1692518850-po-compacto-antiacne-fps-20-bege-marfim-10g-asepxia-_JM?variation=66613904654&hide_psmb=true#reco_item_pos=28&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Sandália Rasteira Feminina Preta Beira Rio,79,35.13,https://produto.mercadolivre.com.br/MLB-2007512260-sandalia-rasteira-feminina-preta-beira-rio-_JM?hide_psmb=true#reco_item_pos=29&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Blusa De Chifon Jacquard Polo Wear Preto,119,113.99,https://produto.mercadolivre.com.br/MLB-1983188551-blusa-de-chifon-jacquard-polo-wear-preto-_JM?hide_psmb=true#reco_item_pos=30&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Maquina De Contar Dinheiro Cédulas Detecta Nota Falsa Bivolt,699,657.06,https://produto.mercadolivre.com.br/MLB-2042396806-maquina-de-contar-dinheiro-cedulas-detecta-nota-falsa-bivolt-_JM?hide_psmb=true#reco_item_pos=31&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Tênis Feminino Slip On Princess Preto E Bordô Rainha ,129,100.85,https://produto.mercadolivre.com.br/MLB-1778670193-tnis-feminino-slip-on-princess-preto-e-bord-rainha-_JM?hide_psmb=true#reco_item_pos=32&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Relógio Feminino Digital Rose Dourado Ouro Prata Original,237,211.75,https://produto.mercadolivre.com.br/MLB-2097206617-relogio-feminino-digital-rose-dourado-ouro-prata-original-_JM?variation=173948508340&hide_psmb=true#reco_item_pos=33&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Sutiã Cotton Básico Elástico Sem Aro Branco Delrio,39,29.39,https://produto.mercadolivre.com.br/MLB-1970017684-suti-cotton-basico-elastico-sem-aro-branco-delrio-_JM?hide_psmb=true#reco_item_pos=34&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Sapatilha Texturizada Bico Redondo Areia Moleca,69,44.98,https://produto.mercadolivre.com.br/MLB-2007527055-sapatilha-texturizada-bico-redondo-areia-moleca-_JM?hide_psmb=true#reco_item_pos=35&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Bermuda Feminina Classic Joy Cinza Rainha,79,44.01,https://produto.mercadolivre.com.br/MLB-1631562511-bermuda-feminina-classic-joy-cinza-rainha-_JM?hide_psmb=true#reco_item_pos=36&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Sapatênis Cavalera Masculino Em Couro Runner Floater,319,275.41,https://produto.mercadolivre.com.br/MLB-2054705759-sapatnis-cavalera-masculino-em-couro-runner-floater-_JM?hide_psmb=true#reco_item_pos=37&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Tênis Masculino Sortidas Preto Sirius Ollie,84,53.68,https://produto.mercadolivre.com.br/MLB-1818261537-tnis-masculino-sortidas-preto-sirius-ollie-_JM?hide_psmb=true#reco_item_pos=38&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Hub Usb Docking Station Converter 8in1 Usb-c Multi-função,204,190.91,https://produto.mercadolivre.com.br/MLB-1322426003-hub-usb-docking-station-converter-8in1-usb-c-multi-funco-_JM?hide_psmb=true#reco_item_pos=39&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Relógio Technos Masculino Preto Vermelho 6p25bn/8p Original ,499,425.60,https://produto.mercadolivre.com.br/MLB-1112847781-relogio-technos-masculino-preto-vermelho-6p25bn8p-original-_JM?variation=32511240807&hide_psmb=true#reco_item_pos=40&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Camiseta Masculina Básica Com Gola Careca Reserva,149,127.40,https://produto.mercadolivre.com.br/MLB-2038397659-camiseta-masculina-basica-com-gola-careca-reserva-_JM?hide_psmb=true#reco_item_pos=41&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Relógio Feminino Analógico Quartzo Eyewear Triton,169,98,https://produto.mercadolivre.com.br/MLB-2058904385-relogio-feminino-analogico-quartzo-eyewear-triton-_JM?variation=173817365687&hide_psmb=true#reco_item_pos=42&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Adaptador De Serra Alternativa Broca Elétrica Modificada,188,172.93,https://produto.mercadolivre.com.br/MLB-1901162781-adaptador-de-serra-alternativa-broca-eletrica-modificada-_JM?variation=86411725858&hide_psmb=true#reco_item_pos=43&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
Óculos De Sol Original Com Proteção Uv Les Bains,99,58.80,https://produto.mercadolivre.com.br/MLB-2058930015-oculos-de-sol-original-com-proteco-uv-les-bains-_JM?variation=173817372024&hide_psmb=true#reco_item_pos=44&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=3c21f175-89b8-4d5c-870d-0a6825020feb&deal_print_id=41044347-7e67-4a4d-a13a-eeb7c2e96f15&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:31
