product_name,original_price,current_price,product_url,extraction-date
Kit Maquiagem Infantil Batom Pincel Sereia  Bz132 + Brinde ,94,80.74,https://produto.mercadolivre.com.br/MLB-1979424577-kit-maquiagem-infantil-batom-pincel-sereia-bz132-brinde-_JM?hide_psmb=true#reco_item_pos=40&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=cd569093-65d7-49be-a69d-6d6433ac0063&deal_print_id=4f9a8696-0b8e-41cd-a12f-500353c1387a&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Carteira Masculina William Polo. Pronta Entrega !!,169,161.40,https://produto.mercadolivre.com.br/MLB-1413378961-carteira-masculina-william-polo-pronta-entrega--_JM?hide_psmb=true#reco_item_pos=41&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=cd569093-65d7-49be-a69d-6d6433ac0063&deal_print_id=4f9a8696-0b8e-41cd-a12f-500353c1387a&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Carrinho Controle Remoto Jipe Max Road Recarregável 2motores,179,151.11,https://produto.mercadolivre.com.br/MLB-1638799612-carrinho-controle-remoto-jipe-max-road-recarregavel-2motores-_JM?variation=92328903517&hide_psmb=true#reco_item_pos=42&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=cd569093-65d7-49be-a69d-6d6433ac0063&deal_print_id=4f9a8696-0b8e-41cd-a12f-500353c1387a&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Luminária De Mesa Infantil Projetor Luzes Abajur  360°,78,69.42,https://produto.mercadolivre.com.br/MLB-2028214972-luminaria-de-mesa-infantil-projetor-luzes-abajur-360-_JM?hide_psmb=true#reco_item_pos=43&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=cd569093-65d7-49be-a69d-6d6433ac0063&deal_print_id=4f9a8696-0b8e-41cd-a12f-500353c1387a&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Cavalinho Infantil Madeira E Pelúcia Top D+,149,142.48,https://produto.mercadolivre.com.br/MLB-1262524528-cavalinho-infantil-madeira-e-pelucia-top-d-_JM?variation=40019227595&hide_psmb=true#reco_item_pos=44&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=cd569093-65d7-49be-a69d-6d6433ac0063&deal_print_id=4f9a8696-0b8e-41cd-a12f-500353c1387a&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit 4 Camisetas Unissex Camisas Grizzly/high/champion ,149,134.10,https://produto.mercadolivre.com.br/MLB-1660081332-kit-4-camisetas-unissex-camisas-grizzlyhighchampion-_JM?hide_psmb=true#reco_item_pos=45&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=cd569093-65d7-49be-a69d-6d6433ac0063&deal_print_id=4f9a8696-0b8e-41cd-a12f-500353c1387a&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit 5 Conjuntos Femininos Roupas Infantil Menina Atacado,159,143.91,https://produto.mercadolivre.com.br/MLB-1480834414-kit-5-conjuntos-femininos-roupas-infantil-menina-atacado-_JM?hide_psmb=true#reco_item_pos=46&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=cd569093-65d7-49be-a69d-6d6433ac0063&deal_print_id=4f9a8696-0b8e-41cd-a12f-500353c1387a&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Jogo Americano Redondo 6 Lugares Mesa Posta Sousplat Supla,69,65.70,https://produto.mercadolivre.com.br/MLB-1827135987-jogo-americano-redondo-6-lugares-mesa-posta-sousplat-supla-_JM?hide_psmb=true#reco_item_pos=47&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=cd569093-65d7-49be-a69d-6d6433ac0063&deal_print_id=4f9a8696-0b8e-41cd-a12f-500353c1387a&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
 Bolsas Feminina Kit 3 Peças Bolsa Muchila Mais Carteira ,139,125.91,https://produto.mercadolivre.com.br/MLB-1446036844-bolsas-feminina-kit-3-pecas-bolsa-muchila-mais-carteira-_JM?variation=174076174423&hide_psmb=true#reco_item_pos=0&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Mosquiteiro Casal Queen King Volta Ao Mundo Gigante Indiano,130,122.67,https://produto.mercadolivre.com.br/MLB-1693713911-mosquiteiro-casal-queen-king-volta-ao-mundo-gigante-indiano-_JM?hide_psmb=true#reco_item_pos=1&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Marmita Elétrica Bivolt - Multilaser,129,119.97,https://produto.mercadolivre.com.br/MLB-1691177530-marmita-eletrica-bivolt-multilaser-_JM?hide_psmb=true#reco_item_pos=2&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Chinelo Kenner Nk6 Original Sandália Masculina Tratorado Hge,118,112.94,https://produto.mercadolivre.com.br/MLB-1816122652-chinelo-kenner-nk6-original-sandalia-masculina-tratorado-hge-_JM?hide_psmb=true#reco_item_pos=3&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Lente De Contato Colorida Lunare Anual- Com Ou Sem Grau,119,110.30,https://produto.mercadolivre.com.br/MLB-1343493824-lente-de-contato-colorida-lunare-anual-com-ou-sem-grau-_JM?hide_psmb=true#reco_item_pos=4&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit 2 Bermuda Masculina Short Praia Mauricinho Coleção 2020,119,109.10,https://produto.mercadolivre.com.br/MLB-1677217698-kit-2-bermuda-masculina-short-praia-mauricinho-coleco-2020-_JM?hide_psmb=true#reco_item_pos=5&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Sapatênis Masculino Couro Cernan Cavalera,199,107.80,https://produto.mercadolivre.com.br/MLB-2047061816-sapatnis-masculino-couro-cernan-cavalera-_JM?hide_psmb=true#reco_item_pos=6&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Teclado Notebook Samsung Essentials E30 Np350xaa-kf3br Com Ç,144,105.76,https://produto.mercadolivre.com.br/MLB-1269017844-teclado-notebook-samsung-essentials-e30-np350xaa-kf3br-com-c-_JM?variation=40027822003&hide_psmb=true#reco_item_pos=7&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Fone De Ouvido Sem Fio Dobrável Bluetooth Headband,114,104.96,https://produto.mercadolivre.com.br/MLB-1867277481-fone-de-ouvido-sem-fio-dobravel-bluetooth-headband-_JM?variation=83003949004&hide_psmb=true#reco_item_pos=8&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Sandálias Slim Gloss Havaianas,37,25.47,https://produto.mercadolivre.com.br/MLB-1978267678-sandalias-slim-gloss-havaianas-_JM?hide_psmb=true#reco_item_pos=9&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit Com 3 Camisetas Femininas Babylook Gola V Basicamente,59,49.49,https://produto.mercadolivre.com.br/MLB-1934361300-kit-com-3-camisetas-femininas-babylook-gola-v-basicamente-_JM?hide_psmb=true#reco_item_pos=10&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Tênis Cronnos Olympikus,141,97.91,https://produto.mercadolivre.com.br/MLB-2016821074-tnis-cronnos-olympikus-_JM?hide_psmb=true#reco_item_pos=11&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Tênis Feminino Casual Matelassê Ultra Conforto Modare,169,93.99,https://produto.mercadolivre.com.br/MLB-1850661765-tnis-feminino-casual-matelass-ultra-conforto-modare-_JM?hide_psmb=true#reco_item_pos=12&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Sandália Rita Light Shape Azaleia,69,44.09,https://produto.mercadolivre.com.br/MLB-2044727924-sandalia-rita-light-shape-azaleia-_JM?hide_psmb=true#reco_item_pos=13&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Jogo Com 5 Brocas Para Concreto Sds-plus Makita-d-00795 - 40,44,39.80,https://produto.mercadolivre.com.br/MLB-818560623-jogo-com-5-brocas-para-concreto-sds-plus-makita-d-00795-40-_JM?hide_psmb=true#reco_item_pos=14&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Calça Jeans Feminina Slouchy Cós Elástico Sawary,99,78.40,https://produto.mercadolivre.com.br/MLB-2024079039-calca-jeans-feminina-slouchy-cos-elastico-sawary-_JM?hide_psmb=true#reco_item_pos=15&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Tênis Feminino Elásticos Branco Vizzano,179,78.40,https://produto.mercadolivre.com.br/MLB-2011848209-tnis-feminino-elasticos-branco-vizzano-_JM?hide_psmb=true#reco_item_pos=16&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Chinelo Turma Da Monica Infantil Ipanema ,19,12.73,https://produto.mercadolivre.com.br/MLB-2049414208-chinelo-turma-da-monica-infantil-ipanema-_JM?hide_psmb=true#reco_item_pos=17&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Whey Protein Concentrado 100% Puro - Importado On / Optimum,78,75.04,https://produto.mercadolivre.com.br/MLB-752671063-whey-protein-concentrado-100-puro-importado-on-optimum-_JM?hide_psmb=true#reco_item_pos=18&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Promoção Kit De Biquini Cortininha Com 3 Peças,78,74.92,https://produto.mercadolivre.com.br/MLB-1232385189-promoco-kit-de-biquini-cortininha-com-3-pecas-_JM?hide_psmb=true#reco_item_pos=19&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Capa De Colchão Matelado Casal King Size Impermeável,78,74.16,https://produto.mercadolivre.com.br/MLB-1156838866-capa-de-colcho-matelado-casal-king-size-impermeavel-_JM?hide_psmb=true#reco_item_pos=20&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Scarpin Feminino Bege Vizzano,119,68.60,https://produto.mercadolivre.com.br/MLB-2023758108-scarpin-feminino-bege-vizzano-_JM?hide_psmb=true#reco_item_pos=21&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Cortina Paris 3 00 X 2 70  Metros Para Sala Ou Quarto,72,68.52,https://produto.mercadolivre.com.br/MLB-912135379-cortina-paris-3-00-x-2-70-metros-para-sala-ou-quarto-_JM?variation=68109416690&hide_psmb=true#reco_item_pos=22&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit Shortdoll E Camisola Off White Texcriar,79,68.51,https://produto.mercadolivre.com.br/MLB-2054562871-kit-shortdoll-e-camisola-off-white-texcriar-_JM?hide_psmb=true#reco_item_pos=23&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Tênis Street Mid Dunk Cano Médio / Preto - Oliie ,119,65.99,https://produto.mercadolivre.com.br/MLB-1743397329-tnis-street-mid-dunk-cano-medio-preto-oliie-_JM?hide_psmb=true#reco_item_pos=24&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Webcam Full Hd Usb 1080p Com Microfone,111,58.96,https://produto.mercadolivre.com.br/MLB-1866100361-webcam-full-hd-usb-1080p-com-microfone-_JM?variation=82902363225&hide_psmb=true#reco_item_pos=25&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Bruna Tavares - Base Líquida - Bt Skin,61,58.80,https://produto.mercadolivre.com.br/MLB-1697628641-bruna-tavares-base-liquida-bt-skin-_JM?hide_psmb=true#reco_item_pos=26&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Sandália Feminina Anabela Tiras Transpassadas Bege Beira Rio,139,58.80,https://produto.mercadolivre.com.br/MLB-2007551726-sandalia-feminina-anabela-tiras-transpassadas-bege-beira-rio-_JM?hide_psmb=true#reco_item_pos=27&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Par Lâmpada Super Led 6000k H1 H3 H7 H8 H11 H16 H27 Hb3 Hb4,61,58.04,https://produto.mercadolivre.com.br/MLB-2036725329-par-lmpada-super-led-6000k-h1-h3-h7-h8-h11-h16-h27-hb3-hb4-_JM?hide_psmb=true#reco_item_pos=28&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Chinelo Feminino Slide Rosa - Moleca ,56,28.41,https://produto.mercadolivre.com.br/MLB-1778055009-chinelo-feminino-slide-rosa-moleca-_JM?hide_psmb=true#reco_item_pos=29&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit Quadros Decorativos Sala Quarto Orquidea Branca Amarela,59,55.32,https://produto.mercadolivre.com.br/MLB-1789163640-kit-quadros-decorativos-sala-quarto-orquidea-branca-amarela-_JM?variation=75645463110&hide_psmb=true#reco_item_pos=30&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit 3 Meias Feminino Cano Curto Sortidas Kappa,29,12.73,https://produto.mercadolivre.com.br/MLB-1778014588-kit-3-meias-feminino-cano-curto-sortidas-kappa-_JM?variation=74121362598&hide_psmb=true#reco_item_pos=31&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Chinelo Baby Marvel Havaianas,41,24.49,https://produto.mercadolivre.com.br/MLB-2025546603-chinelo-baby-marvel-havaianas-_JM?hide_psmb=true#reco_item_pos=32&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit 2 Calcinhas Pós Parto Love Secret,69,49,https://produto.mercadolivre.com.br/MLB-2036119564-kit-2-calcinhas-pos-parto-love-secret-_JM?hide_psmb=true#reco_item_pos=33&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Tênis Masculino Street Ivi Básico Slip On Preto Ollie,89,49,https://produto.mercadolivre.com.br/MLB-1620150228-tnis-masculino-street-ivi-basico-slip-on-preto-ollie-_JM?hide_psmb=true#reco_item_pos=34&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit Com 2 Camisetas Feminina Proteção Uv Preto Local Sports,109,48.91,https://produto.mercadolivre.com.br/MLB-2020940793-kit-com-2-camisetas-feminina-proteco-uv-preto-local-sports-_JM?hide_psmb=true#reco_item_pos=35&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Kit 2 Sutiãs Feminino Amamentação Delrio,79,48.50,https://produto.mercadolivre.com.br/MLB-1953017062-kit-2-sutis-feminino-amamentaco-delrio-_JM?hide_psmb=true#reco_item_pos=36&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Tênis Masculino Slip On Casual Ipanema Ollie,99,47.50,https://produto.mercadolivre.com.br/MLB-1948452195-tnis-masculino-slip-on-casual-ipanema-ollie-_JM?hide_psmb=true#reco_item_pos=37&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Bermuda Masculina Classic New Preto Topper,79,45.63,https://produto.mercadolivre.com.br/MLB-1631570594-bermuda-masculina-classic-new-preto-topper-_JM?hide_psmb=true#reco_item_pos=38&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
Sandália Rasteira Multi Tiras Camel Vizzano,99,43.92,https://produto.mercadolivre.com.br/MLB-2011848250-sandalia-rasteira-multi-tiras-camel-vizzano-_JM?hide_psmb=true#reco_item_pos=39&reco_backend=promotions-sorted-by-score-mlb-B&reco_backend_type=low_level&reco_client=seller-promotions&reco_id=54eaeb7f-27db-4e21-95a3-2ec2de38b630&deal_print_id=07efec6d-ad45-440b-b12b-e0d9970a8b3e&model_version=recommendations/prueba-promotions-MLB__3552__KAKUY&promotion_type=DEAL_OF_THE_DAY,2022-01-08 11:34:29
